Filename,Segment,WC,WPS,Sixltr,Dic,Функция,Местоимение,Личноеместоимение,я,мы,ты,онаон,они,неопределенныеместоимен,вы,вербальные,сленг,Наречие,Предлог,Союз,Отрицание,quant,Числительное,ВульгаризмТабу,Общество,Семья,Друг,Человечество,Действие,Позитив,Негатив,Беспокойство,Гнев,Грусть,Когнитив,Интуиция,Мотивация,Несоответствие,Попытка,Уверенность,Помеха,Включение,Исключение,Перцепция,Видение,Слышание,Чувствование,Биология,Тело,Здоровье,Секс,Потребление,Сравнение,Стимул,Пространство,Время,Работа,Успех,Досуг,Дом,Деньги,Религия,Смерть,Согласие,Междометие,Наполнение,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
qOBmTHekd9enMZKj1DH2gQ.txt,1,351,19.50,30.48,85.75,51.00,16.81,8.26,4.84,1.14,0.00,2.28,5.13,0.85,0.00,17.38,0.00,1.14,7.69,13.11,3.13,3.42,1.14,0.28,8.26,0.00,0.00,1.99,7.98,6.55,1.14,0.28,0.57,0.00,27.92,9.40,3.13,1.14,3.99,3.13,0.00,8.83,2.85,1.71,1.42,0.00,0.00,2.28,0.57,0.85,0.00,0.85,17.66,2.56,11.68,3.42,3.13,2.85,0.00,0.00,0.28,0.28,0.00,1.14,1.14,0.85,20.80,5.13,12.82,0.00,0.00,0.00,0.00,1.71,0.57,0.00,0.57,0.00
EaZvbLz_PWmz7Y53rGck3Q.txt,1,19940,19940.00,24.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,237.44,0.27,45.82,46.17,0.00,0.05,0.00,2.53,107.67,0.00,0.00,34.92
kGvwAqcNJ665OYG4S0NTHQ.txt,1,18658,18658.00,23.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,233.74,0.25,44.57,44.88,0.00,0.00,0.00,2.58,104.83,0.00,0.00,36.63
uFRKNFspc6uNWFi3mlpuUA.txt,1,301,27.36,35.22,87.71,50.50,14.62,10.30,3.99,3.32,0.00,1.66,3.99,1.66,0.00,19.27,0.00,1.99,7.64,11.63,4.98,4.98,0.33,0.00,13.29,0.00,1.99,2.33,13.95,9.30,3.32,0.00,2.66,0.00,25.58,6.98,1.99,2.66,2.66,3.65,1.00,8.31,4.98,1.66,0.00,1.33,0.33,0.66,0.00,0.66,0.00,0.00,15.95,3.65,9.63,1.66,2.99,2.33,0.33,0.00,1.00,0.00,1.00,0.33,0.00,0.66,23.92,3.65,18.60,0.00,0.00,0.00,0.00,1.00,0.66,0.00,0.00,0.00
NARxcbuL2s7nX4HcbqUg2w.txt,1,313,20.87,33.87,86.58,52.40,14.70,10.86,0.00,2.88,2.24,4.79,2.56,0.96,0.00,11.18,0.00,3.19,15.02,10.22,1.28,3.83,0.32,0.00,19.81,0.00,1.28,3.83,7.99,7.03,0.96,0.00,0.32,0.64,30.03,4.79,2.24,1.92,1.92,4.47,2.56,12.78,2.88,1.60,0.00,0.64,0.32,2.24,0.00,1.92,0.00,0.32,21.09,3.83,11.82,3.83,0.96,2.88,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.64,15.65,4.79,10.22,0.00,0.00,0.00,0.00,0.64,0.00,0.00,0.00,0.00
FdTKp7GezX_QIUhlTZh64g.txt,1,333,6.66,20.42,89.19,64.56,20.72,14.11,6.91,1.20,0.00,4.80,3.00,2.40,0.00,18.32,0.00,1.80,10.81,9.61,2.40,8.71,1.20,0.00,13.81,0.00,0.00,1.80,3.90,3.30,0.00,0.60,0.00,0.00,27.63,6.91,2.70,0.60,2.40,4.50,0.00,8.11,2.70,2.10,0.60,1.20,0.00,1.20,0.00,0.00,0.00,1.20,16.82,1.50,10.21,2.10,1.20,1.50,0.00,0.00,0.00,0.00,0.00,1.50,2.10,1.80,36.04,8.41,9.61,0.00,0.60,6.31,0.30,4.20,6.61,0.00,0.00,0.00
Rlb999bC-A7AKEWUhUVZvA.txt,1,356,25.43,21.63,89.89,59.83,17.98,10.39,4.78,1.97,0.56,1.69,4.78,1.97,0.00,15.17,0.00,2.81,11.52,10.96,3.09,7.30,0.56,0.56,14.33,0.00,0.56,1.97,11.80,9.55,1.69,0.28,0.84,0.00,29.49,6.18,3.09,1.12,2.81,8.15,0.28,10.96,1.69,1.97,1.40,0.28,0.28,1.97,0.56,0.56,0.00,0.84,21.07,1.97,14.04,1.40,2.25,3.37,0.00,0.00,0.00,0.00,0.00,1.69,0.00,0.84,25.00,3.93,15.17,0.28,0.00,0.00,0.00,3.93,1.69,0.00,0.00,0.00
lRbVhT-d_VDV6EjvYorBQg.txt,1,317,16.68,29.65,82.65,49.84,12.93,5.68,0.63,2.52,0.63,0.95,5.36,1.89,0.00,11.99,0.00,2.21,13.25,11.67,4.73,3.47,0.63,0.00,10.09,0.00,0.00,2.21,9.78,6.31,3.15,0.63,1.58,0.32,22.40,3.79,3.15,0.95,2.21,3.47,0.95,9.78,2.84,1.58,0.95,0.00,0.32,2.21,1.26,0.32,0.32,0.32,21.45,4.10,12.62,3.79,1.58,3.79,0.95,0.00,1.89,0.95,0.63,1.26,0.32,0.95,21.77,5.99,13.56,0.32,0.32,0.00,0.00,1.58,0.00,0.00,0.00,0.00
m8aMVlmAYgViZpuWA83NjQ.txt,1,333,7.74,20.12,87.69,58.56,19.52,14.41,10.81,0.00,0.00,1.50,4.50,0.30,0.00,22.52,0.30,5.11,6.91,17.72,5.41,2.70,0.30,0.30,8.41,0.00,0.60,0.90,11.71,10.81,0.30,0.00,0.30,0.00,26.13,5.11,5.41,0.90,5.71,1.50,0.00,6.91,2.40,2.70,1.20,1.20,0.30,2.10,0.00,0.00,1.50,0.60,18.02,0.30,9.61,4.50,1.20,0.90,0.60,0.00,0.00,0.60,0.00,0.30,0.00,4.80,35.14,11.71,14.41,0.30,0.00,1.20,0.00,5.71,1.80,0.00,0.00,0.00
0lOZXhLv9Ei4GGIoIN0scA.txt,1,325,10.83,23.38,86.46,52.62,11.38,6.15,1.54,0.62,2.15,1.85,2.15,1.85,0.31,16.92,0.00,2.15,12.31,13.54,4.62,2.15,0.62,0.00,12.31,0.00,0.62,2.46,9.23,5.54,2.46,1.54,0.31,1.85,26.77,8.62,2.15,1.85,6.15,2.77,1.54,8.92,3.08,2.15,0.00,0.92,1.23,1.85,0.62,1.23,0.00,0.00,19.38,2.46,9.54,6.77,1.23,2.15,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.62,29.85,8.00,16.62,0.00,0.00,0.62,0.62,2.15,1.23,0.31,0.31,0.00
llI2PK_VXWeK47Aei3EM8Q.txt,1,293,26.64,29.35,84.64,52.90,12.63,10.58,6.83,0.68,0.34,2.39,1.02,0.00,0.00,17.41,0.00,4.10,10.58,14.33,2.39,5.12,0.34,0.00,13.99,0.34,2.73,2.39,10.92,8.87,1.02,0.00,0.34,0.00,26.96,4.10,2.05,2.39,2.05,3.41,1.02,9.90,4.10,1.02,0.00,1.02,0.00,1.02,0.00,0.68,0.00,0.34,18.43,2.05,11.95,4.44,2.05,3.07,0.34,0.00,0.34,0.00,0.00,1.02,0.34,1.71,23.21,4.78,17.06,0.68,0.00,0.00,0.00,0.00,0.68,0.00,0.00,0.00
2Zy4RdstIUirINaaLdPrNQ.txt,1,279,10.73,31.90,85.66,49.10,18.64,11.47,6.81,2.15,0.00,1.79,4.30,0.72,0.00,19.35,0.00,3.94,6.81,8.96,0.72,6.45,0.00,0.00,11.83,0.00,0.72,3.94,10.04,7.89,0.72,0.36,0.72,0.00,24.37,5.38,1.08,2.87,4.30,2.87,1.08,11.11,2.15,0.72,0.72,0.00,0.00,2.51,0.36,0.36,1.43,0.72,22.58,2.87,13.26,4.66,2.87,1.43,0.72,0.00,0.72,0.00,0.00,0.72,0.00,0.36,20.79,9.68,9.32,0.00,0.00,0.00,0.00,1.79,0.00,0.00,0.00,0.00
k8zoOvICpJa2KmA4VkLXAQ.txt,1,19690,19690.00,23.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,232.30,0.24,44.25,44.41,0.00,0.00,0.00,2.51,103.82,0.00,0.00,37.06
mc8B_wIe0nepCXSH7KxcQA.txt,1,309,14.05,22.98,87.38,60.19,16.50,10.36,4.21,4.21,0.00,1.62,2.59,1.29,0.00,18.45,0.00,4.85,13.59,10.36,5.18,4.53,0.32,0.00,13.27,0.32,1.29,1.29,9.39,8.41,0.97,0.00,0.00,0.32,25.89,6.15,3.88,0.32,4.21,2.27,0.32,11.65,3.24,1.94,0.00,1.94,0.00,1.29,0.00,0.65,0.32,0.32,21.04,1.62,14.89,2.59,0.97,1.94,0.65,0.97,0.32,0.00,0.00,0.00,0.00,0.65,27.18,7.12,15.53,0.32,0.00,0.32,0.65,1.29,1.29,0.00,0.65,0.00
um17dPIXBknqN0psGNJTsg.txt,1,289,17.00,31.14,87.54,49.48,13.15,10.73,5.54,1.73,0.00,2.77,2.42,0.35,0.00,14.88,0.00,1.73,16.96,6.92,1.38,4.84,1.04,0.00,13.49,0.00,0.35,4.50,9.34,8.65,0.69,0.00,0.35,0.00,20.76,5.88,4.15,0.69,1.73,3.81,0.00,6.23,0.35,2.77,1.38,0.69,0.35,1.38,0.00,1.04,0.00,0.35,25.95,4.50,12.11,9.00,1.73,1.38,0.35,0.00,0.35,0.00,0.00,1.04,0.00,1.04,18.69,5.54,10.38,0.00,0.00,0.35,0.00,2.42,0.00,0.00,0.00,0.00
x9fTqRqlhBput13wxe3M4A.txt,1,17032,17032.00,23.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,235.78,0.29,44.79,45.13,0.00,0.07,0.00,2.57,105.70,0.00,0.00,37.23
gVCA4aNOnBHD2hfhZGyJPg.txt,1,278,13.90,33.09,87.77,46.40,11.87,8.27,2.52,2.16,0.00,3.60,1.08,1.44,0.72,12.23,0.36,2.16,13.67,8.27,2.16,4.32,0.36,0.00,14.75,0.00,0.00,3.96,6.83,4.68,1.44,0.72,0.72,0.36,29.14,6.47,3.24,2.52,5.04,4.68,1.80,7.55,1.80,1.80,0.36,1.44,0.00,2.52,0.00,2.16,0.00,0.36,21.94,2.52,14.03,3.60,3.24,4.32,0.36,0.00,0.00,0.00,0.36,0.72,0.36,1.08,18.71,6.47,8.99,1.08,0.00,0.72,0.00,1.44,0.00,0.00,0.00,0.00
lxw_ZpfMq1y4ZyU45L1Q_w.txt,1,439,12.54,28.93,85.65,52.16,15.03,8.66,0.91,5.69,0.00,1.14,4.78,1.14,0.00,14.35,0.00,4.10,11.85,11.62,3.19,3.42,0.23,0.00,12.98,0.00,0.00,0.68,11.16,8.66,1.82,0.68,0.00,1.14,33.49,7.06,5.01,2.73,4.10,4.78,0.23,12.76,3.19,1.59,0.68,0.68,0.23,0.68,0.46,0.00,0.00,0.23,18.45,1.59,11.16,5.47,1.59,3.64,0.00,0.00,0.68,0.00,0.46,0.68,0.00,1.82,22.10,10.02,10.02,0.00,0.00,0.46,0.00,1.14,0.46,0.00,0.00,0.00
NfcRHN-bICfETaCggZT0KA.txt,1,432,10.29,27.31,88.89,53.01,18.75,11.57,3.70,2.31,0.46,4.86,4.17,2.55,0.00,15.05,0.00,2.55,11.34,9.26,1.39,3.47,1.62,0.00,19.68,0.93,1.62,4.40,9.95,7.87,1.39,0.23,0.23,0.23,23.38,5.79,1.85,2.08,2.31,3.24,2.08,10.19,1.85,2.08,0.00,1.39,0.46,1.62,0.00,0.93,0.23,0.46,21.30,3.70,14.12,2.31,3.01,3.01,0.00,0.00,0.23,0.00,0.00,0.69,0.00,1.39,28.70,9.03,11.57,1.39,0.00,1.39,0.23,1.85,3.24,0.00,0.00,0.00
rPgCNuBJw-nkh2LxPrYykQ.txt,1,309,14.05,31.39,85.44,50.16,17.80,10.68,3.24,1.62,0.65,1.29,6.15,2.27,0.32,11.97,0.00,2.27,13.27,11.65,1.94,2.27,0.32,0.00,12.30,0.00,0.32,2.27,13.27,5.83,4.53,0.32,0.65,0.65,27.18,5.50,3.24,1.94,1.29,1.62,1.62,11.00,2.27,1.29,0.00,0.32,0.65,3.56,0.65,2.27,0.00,0.97,19.42,0.32,13.59,3.88,3.56,4.53,0.00,0.00,0.00,0.00,0.32,0.32,0.32,1.94,15.21,6.80,7.12,0.00,0.00,0.32,0.00,0.32,0.65,0.00,0.00,0.00
Cv3wUDsl1O3yMHrAW0iM7w.txt,1,360,16.36,25.83,86.94,56.67,16.39,7.78,2.22,0.56,2.50,2.22,4.17,1.94,1.39,18.06,0.00,3.61,9.17,13.06,1.94,4.44,0.28,0.00,15.56,0.00,0.28,2.22,8.33,6.11,1.39,0.28,0.83,0.00,27.50,8.06,1.67,1.39,3.33,2.22,0.83,11.94,2.78,0.83,0.00,0.83,0.00,1.39,0.00,0.00,0.56,0.83,18.89,1.67,11.67,2.78,2.22,1.11,0.56,0.00,0.00,0.00,0.00,0.00,0.28,1.11,24.44,6.67,13.06,0.00,0.00,0.56,0.00,1.67,2.22,0.00,0.00,0.28
42EEYSdBjQBIMz38JK7yYw.txt,1,21757,21757.00,24.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,238.89,0.31,46.22,46.55,0.00,0.01,0.00,2.66,108.72,0.00,0.00,34.43
ryzkQ2is6CE-FurumaRYWQ.txt,1,307,9.90,26.71,91.21,57.98,18.89,11.40,4.89,1.63,0.00,3.58,4.56,2.28,0.00,17.59,0.00,4.89,11.73,8.47,1.30,3.91,0.00,0.00,12.05,0.00,0.98,1.30,14.66,13.36,0.98,0.00,0.65,0.00,17.92,3.58,0.65,0.98,2.93,1.63,0.98,11.40,2.28,1.63,0.98,0.00,0.33,1.63,0.00,0.33,0.00,1.30,25.08,0.65,16.29,0.98,1.95,3.91,0.65,0.33,0.65,0.00,0.33,0.33,0.00,0.33,30.94,9.12,12.05,0.00,0.00,0.65,0.65,3.26,3.91,0.00,1.30,0.00
"-eSiOqunYdKjuDcITnsXzg.txt",1,281,14.79,28.11,80.07,46.26,9.61,5.34,0.36,2.14,0.00,2.85,1.78,1.42,0.00,10.32,0.00,2.49,10.32,11.39,2.49,6.05,0.71,0.00,12.46,0.00,0.00,4.27,10.68,7.83,2.85,0.36,1.07,0.71,25.98,3.91,2.49,3.20,2.49,5.69,2.14,9.25,2.85,1.78,0.00,1.07,0.36,2.14,0.00,0.71,0.71,0.71,21.35,1.42,16.01,3.20,4.63,5.34,0.36,0.00,0.36,0.00,0.36,0.36,0.00,1.42,25.27,8.54,12.10,1.42,0.00,0.00,0.00,1.78,1.42,0.00,0.00,0.00
36J-M-bSg7aao8xP-lskZg.txt,1,447,11.46,23.94,78.97,51.68,12.98,8.05,2.91,0.00,0.00,4.03,4.03,0.45,0.00,13.42,0.00,2.68,14.09,11.19,3.80,2.46,0.67,0.00,8.05,0.00,0.00,0.22,5.37,4.03,0.67,0.22,0.45,0.00,21.03,2.46,1.79,1.57,3.58,1.57,0.00,10.29,4.25,4.25,1.34,1.12,0.89,1.79,0.67,0.22,0.22,0.67,22.82,1.12,14.54,6.04,0.89,1.57,2.46,0.22,0.00,0.45,0.22,0.89,0.22,0.89,23.04,9.40,11.63,0.00,0.00,0.00,0.00,0.67,1.34,0.00,0.00,0.00
NNVGjuFlcKnKmum3eX-WfA.txt,1,270,15.00,31.85,87.78,50.37,15.56,8.52,0.00,5.56,0.00,2.59,3.70,1.11,0.00,15.19,0.00,2.59,9.26,11.11,2.96,5.19,0.74,0.00,17.41,0.00,0.74,2.96,15.93,13.70,1.48,0.00,0.00,0.74,30.37,5.56,4.07,1.85,2.96,5.19,1.85,12.22,2.96,2.59,0.74,0.00,1.85,2.59,0.00,1.48,1.11,0.00,16.67,1.85,12.22,1.85,1.85,2.96,0.74,0.37,1.11,0.00,0.00,0.37,0.00,1.85,26.67,5.93,17.04,0.74,0.00,0.37,1.11,1.48,0.00,0.00,0.00,0.00
5YJNKOCojw4im_X1YgwBgg.txt,1,518,21.58,26.64,85.33,51.35,14.48,7.34,2.90,1.54,0.39,1.93,4.05,1.35,0.00,12.16,0.00,2.70,14.48,10.23,1.35,4.05,0.58,0.19,8.30,0.00,0.00,2.70,7.14,4.05,2.70,0.77,0.77,0.39,24.90,5.60,2.70,1.93,4.05,3.28,0.39,7.92,3.28,2.12,0.97,0.97,0.19,1.93,0.77,0.58,0.00,0.58,21.62,2.32,13.71,5.02,2.90,2.51,0.39,0.39,0.19,0.00,0.00,0.19,0.58,0.77,20.27,4.25,11.58,0.19,0.00,0.19,0.19,1.93,1.93,0.00,0.00,0.00
VposEm4QNbW29o-h4FkSDw.txt,1,383,16.65,34.73,83.81,49.09,11.75,8.88,7.57,0.00,0.26,1.04,1.31,0.78,0.00,19.32,0.00,2.35,14.36,10.70,2.35,2.87,1.57,0.00,4.18,0.00,0.00,0.26,8.36,5.74,3.13,0.52,0.26,1.57,24.28,6.01,1.31,0.78,2.61,3.39,1.31,8.62,2.09,2.35,1.31,0.52,0.78,2.87,0.52,2.09,0.00,0.26,23.50,2.61,10.97,9.40,4.96,3.92,1.57,0.52,0.52,0.00,0.52,0.52,0.26,0.78,21.93,6.01,14.10,0.00,0.00,0.00,0.00,1.31,0.52,0.00,0.00,0.00
uDzF4OJNPpF2R2vyB2wpFA.txt,1,305,10.89,30.16,81.31,50.49,14.10,8.20,1.64,0.00,0.33,1.64,7.54,1.31,0.98,15.74,0.00,3.28,9.18,10.49,4.26,3.61,0.66,0.00,11.15,0.00,0.00,1.97,9.18,3.61,4.59,0.66,3.61,0.98,24.59,3.28,4.59,1.97,4.92,2.62,0.33,8.52,2.95,0.98,0.33,0.66,0.00,2.30,0.00,1.31,0.66,0.33,16.72,3.61,7.54,4.26,1.97,3.28,0.33,0.00,0.00,1.64,0.00,0.98,0.00,1.64,22.62,9.51,8.85,0.00,0.00,0.33,0.00,3.28,0.66,0.00,0.00,0.00
