Filename,Segment,WC,WPS,Sixltr,Dic,Функция,Местоимение,Личноеместоимение,я,мы,ты,онаон,они,неопределенныеместоимен,вы,вербальные,сленг,Наречие,Предлог,Союз,Отрицание,quant,Числительное,ВульгаризмТабу,Общество,Семья,Друг,Человечество,Действие,Позитив,Негатив,Беспокойство,Гнев,Грусть,Когнитив,Интуиция,Мотивация,Несоответствие,Попытка,Уверенность,Помеха,Включение,Исключение,Перцепция,Видение,Слышание,Чувствование,Биология,Тело,Здоровье,Секс,Потребление,Сравнение,Стимул,Пространство,Время,Работа,Успех,Досуг,Дом,Деньги,Религия,Смерть,Согласие,Междометие,Наполнение,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
W98OBlrv96g39HAx0N0BZg.txt,1,464,15.47,25.22,89.87,59.70,12.28,8.41,6.25,0.22,0.00,1.94,2.16,1.08,0.00,22.63,0.00,3.88,12.28,13.36,5.39,3.66,1.08,0.00,6.90,0.22,0.22,0.00,5.60,3.23,0.43,1.29,0.00,0.22,27.80,7.54,2.16,1.51,5.60,3.23,0.22,8.19,4.96,2.80,0.43,1.72,0.65,0.65,0.22,0.00,0.43,0.00,19.40,2.59,8.41,7.97,3.02,2.16,1.08,0.65,0.00,0.00,0.00,0.43,0.00,0.22,27.80,6.68,16.81,0.00,0.00,0.00,0.00,2.59,0.86,0.00,0.86,0.00
Vp49XaOBaW6qzekRLXDp8g.txt,1,294,17.29,30.61,81.63,53.74,13.61,10.54,8.50,0.00,0.00,2.04,2.38,0.00,0.00,17.69,0.00,4.42,11.56,17.69,1.36,1.70,0.00,0.34,5.10,0.34,0.34,0.34,7.82,6.80,0.34,0.00,0.34,0.00,25.85,6.80,3.74,0.68,1.36,1.02,0.00,13.61,3.40,2.38,0.34,1.70,0.34,2.04,0.00,1.36,0.34,0.34,20.07,0.68,12.59,5.44,1.70,1.36,1.02,0.00,0.34,0.68,0.34,0.00,1.02,2.72,27.55,5.78,13.61,0.34,0.00,0.00,0.68,2.38,4.76,0.00,0.00,0.00
1YAwm2_h9vstn-yCWfaaHQ.txt,1,303,13.17,37.29,84.49,42.24,9.24,6.60,5.94,0.00,0.00,0.66,1.65,0.33,0.00,12.87,0.00,5.28,12.21,9.57,2.97,1.32,0.00,0.00,10.56,0.99,1.98,2.31,15.51,10.89,3.96,1.65,1.65,0.33,21.12,4.95,1.32,1.65,4.62,0.99,1.65,6.93,2.97,3.30,1.98,0.66,0.00,0.66,0.66,0.00,0.00,0.00,21.12,3.30,11.55,7.26,2.31,2.64,0.99,0.00,0.33,0.00,0.00,0.33,0.00,0.66,26.73,7.26,15.18,0.99,0.00,0.00,0.33,1.65,0.66,0.00,0.66,0.00
tSU4pAtpaIKeUlFmLeb0rQ.txt,1,304,16.89,25.66,89.14,57.24,24.34,16.78,10.86,0.33,0.99,3.29,5.59,1.32,0.00,27.30,0.00,1.97,13.16,8.88,3.62,1.97,0.00,0.00,14.80,0.00,0.66,2.30,9.21,7.57,0.66,0.66,0.33,0.33,21.05,4.93,1.64,1.32,3.62,2.96,0.66,9.87,1.32,3.29,0.66,0.99,0.33,1.32,0.00,0.66,0.00,0.66,17.76,1.32,10.20,5.92,0.66,1.97,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.66,20.72,7.24,10.53,0.00,0.33,0.00,0.00,0.99,1.32,0.00,0.33,0.00
edhx8DDUEAdmCYcd25aF4A.txt,1,373,17.76,24.13,82.84,57.10,12.87,8.31,4.56,2.41,0.27,1.07,2.14,1.07,0.00,16.35,0.00,4.83,13.40,11.80,2.14,4.56,0.54,0.00,6.43,0.00,0.54,1.07,5.90,4.83,1.07,0.00,0.00,0.54,25.20,4.02,3.49,0.27,2.95,1.61,0.27,12.87,2.95,0.27,0.00,0.00,0.27,1.34,0.80,0.54,0.00,0.00,27.61,1.07,13.67,10.19,4.56,2.41,0.27,0.27,0.27,0.00,0.27,0.00,0.00,1.34,23.86,6.17,10.99,0.00,0.00,0.00,0.00,1.88,0.54,0.00,4.29,0.00
2e2BumNbU8kfKE1QcYK3bw.txt,1,536,33.50,34.51,88.99,56.34,15.30,9.14,5.60,0.37,0.93,2.05,2.99,0.56,0.00,17.16,0.00,2.80,12.13,13.99,2.61,4.48,0.75,0.00,8.77,0.00,0.19,0.93,8.02,4.66,1.68,0.56,0.19,0.19,33.40,8.21,5.41,1.68,7.09,2.99,0.37,9.89,3.17,1.68,0.37,0.75,0.37,0.93,0.19,0.19,0.56,0.00,19.03,1.87,10.07,4.85,0.93,1.68,0.19,0.00,0.19,0.00,0.00,0.37,0.00,1.12,23.69,2.99,14.55,0.19,0.00,0.00,0.00,2.99,0.37,0.00,2.61,0.00
oixs-Mz_3kLbnrYtXYehlA.txt,1,544,11.57,24.45,88.42,58.27,17.46,12.32,8.82,0.37,0.37,1.65,4.04,0.74,0.00,21.14,0.00,3.12,10.48,13.05,4.23,4.41,0.92,0.00,10.29,0.00,0.18,1.29,9.01,6.43,2.02,0.18,0.92,0.18,25.74,6.07,1.65,0.74,3.12,4.41,0.55,9.93,2.76,2.21,0.55,0.92,0.55,2.21,0.37,0.74,0.37,0.74,18.57,2.21,11.03,4.78,0.92,0.92,0.37,0.00,0.00,0.00,0.00,1.84,0.92,1.47,26.65,9.19,13.79,0.18,0.00,0.74,0.18,0.74,1.10,0.00,0.74,0.00
rPkIVKqHUkcJPEbd8I7FEQ.txt,1,275,18.33,35.27,85.45,46.55,11.64,8.73,6.91,0.00,0.00,1.82,1.82,0.36,0.00,17.09,0.36,3.27,12.36,10.91,2.91,3.64,0.00,0.00,7.64,0.00,0.00,2.55,13.82,10.55,1.82,0.00,0.00,1.82,23.27,4.73,2.91,1.82,3.27,1.45,2.18,8.73,2.18,1.09,0.36,0.36,0.36,2.18,0.00,1.09,1.09,0.00,22.55,2.91,13.45,6.18,4.36,4.00,1.45,0.00,0.00,0.00,0.00,0.00,0.00,1.45,18.55,5.45,12.00,0.00,0.00,0.00,0.00,1.09,0.00,0.00,0.00,0.00
49ZuAPR_GYV2fvLsAH93zg.txt,1,340,20.00,35.29,82.35,45.88,11.76,6.18,0.88,2.06,0.00,2.35,2.94,0.59,0.00,10.59,0.00,1.18,12.06,10.00,3.53,3.82,1.18,0.00,10.88,0.00,0.29,1.18,9.41,7.35,1.47,0.29,0.29,0.29,22.94,5.59,2.06,0.29,1.76,2.35,0.88,12.06,2.06,1.18,0.88,0.00,0.29,1.18,0.29,0.88,0.00,0.00,22.35,1.47,13.53,6.47,3.24,1.76,0.59,0.00,0.00,2.06,0.59,0.88,0.29,0.88,24.71,4.41,11.76,0.59,0.00,0.59,0.00,2.06,3.53,0.00,1.76,0.00
jH41QWrqXAvQ83K1NXehbw.txt,1,279,13.29,25.09,78.49,51.25,14.70,9.32,6.81,0.00,0.00,1.43,3.58,1.43,0.36,14.70,0.00,5.38,12.54,11.47,1.79,3.23,0.00,0.00,7.53,0.00,0.72,0.72,7.89,4.30,1.79,0.72,0.72,0.72,19.00,2.87,1.08,1.79,4.30,1.43,1.08,8.60,2.15,1.43,0.00,1.08,0.36,2.15,0.36,1.08,0.72,0.00,21.86,1.43,13.62,5.02,1.79,0.36,0.00,0.00,0.00,0.00,0.00,1.08,0.00,0.72,37.99,6.81,11.11,0.36,0.00,0.00,14.34,3.23,0.00,0.00,2.15,0.00
"_ETAG8zkuJgMkj9vRPN-WA.txt",1,347,20.41,42.65,79.83,41.21,7.20,4.32,1.73,0.29,0.00,2.02,1.73,1.44,0.00,10.95,0.00,1.15,13.83,6.63,3.75,2.02,2.02,0.00,7.49,0.00,0.58,0.29,10.09,8.36,1.73,0.29,0.00,1.15,23.05,6.34,2.88,0.58,4.61,3.46,0.58,6.05,1.73,1.44,1.15,0.29,0.00,0.58,0.29,0.29,0.00,0.00,27.09,4.32,13.26,4.61,3.46,5.48,0.29,0.29,0.29,0.00,0.00,0.29,0.00,0.29,19.88,4.32,9.51,0.86,0.00,0.58,0.00,0.00,3.46,0.00,1.15,0.00
FHsLqoWjt-tP_YdU5xyHnw.txt,1,410,13.23,22.68,90.98,58.54,19.27,15.37,10.98,0.00,0.73,3.41,2.20,2.20,0.00,25.61,0.00,3.17,10.49,15.85,2.44,1.71,0.00,0.00,10.49,1.22,0.98,0.98,9.27,6.34,2.44,0.98,0.49,0.73,28.29,8.29,1.95,2.20,2.68,2.68,0.73,11.22,2.68,1.22,0.24,0.73,0.24,2.20,0.00,0.49,0.24,1.46,15.37,2.93,7.07,6.10,1.46,1.71,0.24,0.00,0.00,0.00,0.00,0.73,0.00,0.49,18.05,7.32,9.76,0.00,0.00,0.24,0.00,0.73,0.00,0.00,0.00,0.00
