Filename,Segment,WC,WPS,Sixltr,Dic,Функция,Местоимение,Личноеместоимение,я,мы,ты,онаон,они,неопределенныеместоимен,вы,вербальные,сленг,Наречие,Предлог,Союз,Отрицание,quant,Числительное,ВульгаризмТабу,Общество,Семья,Друг,Человечество,Действие,Позитив,Негатив,Беспокойство,Гнев,Грусть,Когнитив,Интуиция,Мотивация,Несоответствие,Попытка,Уверенность,Помеха,Включение,Исключение,Перцепция,Видение,Слышание,Чувствование,Биология,Тело,Здоровье,Секс,Потребление,Сравнение,Стимул,Пространство,Время,Работа,Успех,Досуг,Дом,Деньги,Религия,Смерть,Согласие,Междометие,Наполнение,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
5wTqTirNWV2JpiPmB9ve7g.txt,1,705,13.30,33.62,84.68,47.94,13.62,8.09,4.26,2.13,0.00,1.42,3.26,1.28,0.00,14.04,0.00,2.27,13.19,10.64,1.99,2.27,0.00,0.00,11.91,0.00,0.14,2.98,12.62,10.78,1.70,0.71,0.57,0.43,22.70,6.10,1.70,1.70,2.70,1.99,1.13,9.65,2.70,3.12,1.13,1.13,0.57,3.12,0.14,1.13,1.42,0.43,23.26,1.42,15.89,4.11,0.85,1.99,0.28,0.00,0.14,0.43,0.14,0.43,0.43,0.99,26.10,6.52,12.34,0.71,0.00,0.99,0.99,1.13,3.40,0.00,0.00,0.00
lMxW3TW3mSlpo-j5aWXFzA.txt,1,314,62.80,28.03,86.62,51.27,15.61,7.64,3.50,1.59,0.32,2.23,5.10,1.27,0.00,19.43,0.00,1.27,11.78,10.51,4.78,4.78,0.00,0.00,14.97,0.00,0.64,5.73,11.78,8.92,1.27,0.96,0.64,0.32,28.03,5.41,1.27,1.59,2.55,3.18,0.96,14.97,2.87,1.27,0.00,0.64,0.32,0.32,0.32,0.00,0.00,0.00,16.88,4.14,10.19,2.23,1.27,2.23,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.32,18.15,9.24,6.69,0.32,0.00,0.00,0.00,0.64,1.27,0.00,0.00,0.00
P1kIaARiTfkqrOOe2cPdvw.txt,1,324,12.96,31.79,84.26,46.30,11.73,5.56,2.78,0.93,0.31,1.54,3.40,0.93,0.00,14.51,0.00,2.78,13.89,10.49,1.23,2.16,1.23,0.00,16.67,0.93,1.54,8.33,12.65,9.88,1.54,0.62,0.62,0.31,23.46,1.54,2.47,2.16,2.47,1.85,0.93,14.20,2.47,0.31,0.00,0.00,0.00,1.54,0.00,0.93,0.31,0.31,24.38,1.54,15.43,5.56,3.40,1.85,0.93,0.31,0.00,0.00,0.00,0.62,0.00,0.93,12.96,7.72,4.01,0.00,0.00,0.00,0.00,0.93,0.00,0.00,0.31,0.00
vLK1x7eGVI_cplbiQyzt3w.txt,1,297,27.00,25.59,87.88,49.16,14.81,9.76,4.38,1.68,1.35,2.36,1.68,0.34,0.67,17.85,0.00,2.69,8.42,12.46,3.03,3.70,0.34,0.00,14.14,0.00,1.68,2.69,14.14,11.45,2.02,0.00,0.00,1.01,30.98,5.05,3.03,4.04,3.37,6.40,1.01,10.44,2.02,3.03,0.34,0.67,2.36,2.69,0.67,0.34,0.34,1.35,18.86,1.68,11.11,4.71,1.68,4.04,0.00,0.00,0.67,0.34,0.00,0.67,0.34,1.01,35.02,16.16,7.41,0.67,0.00,2.02,6.73,0.34,1.35,0.00,0.34,0.00
OmZYBpOU6i0pfY-8ATOr7A.txt,1,362,8.23,16.02,89.50,59.67,27.62,15.47,4.97,6.63,1.10,2.21,8.84,0.55,0.55,20.99,0.00,3.31,8.84,13.26,3.87,2.21,0.00,0.00,14.36,0.55,0.00,0.00,9.39,7.18,1.66,0.00,0.00,0.00,22.10,3.87,3.87,1.66,4.42,1.66,0.55,11.05,2.76,3.87,1.66,1.10,1.10,5.52,0.00,4.42,0.55,0.55,13.26,0.55,7.18,5.52,2.21,2.76,0.55,0.55,0.00,0.00,0.00,1.10,0.00,2.76,25.41,11.05,10.50,0.00,0.00,1.10,0.00,2.76,0.00,0.00,0.00,0.00
wOwf5sZimVtsk8c1Nuybrg.txt,1,799,17.37,24.78,86.23,51.81,14.27,9.14,2.63,2.25,0.63,3.50,2.63,1.75,0.00,14.52,0.00,2.50,11.64,10.51,4.63,5.51,0.13,0.00,11.76,0.00,0.63,1.25,15.89,12.89,2.13,0.50,0.75,0.88,25.91,4.88,2.00,2.13,3.25,3.63,0.25,9.89,4.26,2.63,1.00,0.75,0.50,2.63,0.25,0.63,1.13,0.63,19.40,0.88,14.27,3.50,1.38,2.50,0.38,0.00,0.13,0.63,0.63,0.13,0.13,0.25,23.65,5.76,15.77,0.13,0.00,0.38,0.00,1.38,0.25,0.00,0.00,0.00
YGwQfXF7SUDHIcTneBx96A.txt,1,364,121.33,26.37,79.67,46.70,12.64,7.69,3.57,1.10,1.10,1.92,2.75,0.82,0.27,15.11,0.00,1.65,11.26,10.99,6.32,1.92,0.00,0.00,10.44,0.00,0.00,2.47,9.89,4.40,5.22,1.10,1.37,2.20,21.15,5.77,2.47,1.10,3.02,2.20,0.00,8.52,3.57,2.47,1.37,0.55,0.27,2.47,1.65,0.82,0.00,0.27,18.13,1.37,10.16,4.95,2.20,1.92,0.27,0.00,0.00,0.00,0.55,0.27,0.27,0.27,21.43,4.40,14.84,0.00,0.00,0.82,0.00,1.37,0.00,0.00,0.00,0.00
tNwZo-IJ1PodgA9Dv29dKQ.txt,1,258,14.33,40.31,81.40,40.70,12.79,8.91,1.94,3.10,0.39,3.10,3.49,0.78,0.00,10.08,0.00,4.65,10.08,8.53,1.94,2.33,0.00,0.00,12.02,0.00,0.39,3.49,16.28,13.57,1.94,0.39,0.78,0.39,24.03,4.65,1.94,2.71,4.65,3.10,1.16,8.53,3.10,2.71,1.55,0.78,0.39,1.94,0.78,0.78,0.39,0.00,19.77,2.33,12.40,4.65,1.94,3.10,0.78,0.00,0.78,0.00,0.00,1.16,0.00,1.16,27.13,6.59,18.22,0.39,0.00,0.00,0.39,1.55,0.00,0.00,0.00,0.00
3qvOy6fa4fgxAVfc54w2Cg.txt,1,303,11.65,25.41,89.77,58.09,23.76,17.49,10.56,1.32,0.00,2.97,7.92,0.66,0.00,21.78,0.00,2.31,9.24,9.90,4.95,2.97,0.66,0.00,14.52,0.33,0.33,3.96,9.90,8.91,0.66,0.33,0.00,0.33,22.11,5.94,2.64,0.33,2.31,1.98,0.99,9.57,2.97,2.64,0.99,0.66,0.99,0.99,0.00,0.33,0.00,0.66,19.47,0.99,12.21,3.30,0.99,0.99,0.33,0.00,0.00,0.00,0.00,0.00,0.33,1.32,31.35,6.93,11.22,0.33,0.00,0.00,1.65,1.98,8.58,0.00,0.66,0.00
6txn5_trKCY7zquL3iM5CQ.txt,1,315,12.12,28.25,85.08,53.97,17.14,9.52,2.86,0.32,0.00,6.35,5.08,0.00,0.00,16.51,0.00,3.49,9.84,13.02,4.44,2.54,0.00,0.00,13.02,0.00,0.00,3.17,4.76,2.86,0.63,0.63,0.00,0.32,26.35,8.89,1.90,1.27,3.17,3.81,0.32,10.16,2.86,1.59,0.32,1.27,0.00,0.00,0.00,0.00,0.00,0.00,18.10,0.95,10.48,5.08,1.27,2.22,0.32,0.00,0.00,0.32,0.00,1.27,0.63,0.63,25.08,6.98,12.70,0.32,0.00,1.59,0.00,0.95,2.54,0.00,0.00,0.00
H0_BvckhHHGZ7TqNPJ-mtA.txt,1,326,25.08,38.34,82.82,46.63,11.35,6.75,3.07,1.23,0.00,2.15,3.37,0.31,0.00,12.27,0.00,2.76,12.58,9.51,1.53,3.68,0.31,0.00,15.34,0.61,0.92,6.13,9.82,7.98,1.53,0.31,0.61,0.00,25.15,6.75,3.07,2.15,3.37,2.45,0.61,10.43,2.45,0.31,0.00,0.31,0.00,1.23,0.00,0.31,0.00,0.92,19.33,2.15,12.58,3.37,3.99,3.68,0.31,0.31,0.61,0.00,0.00,0.00,0.31,0.61,20.25,5.21,12.27,0.00,0.00,0.00,0.00,1.53,1.23,0.00,0.00,0.00
zl7oABb2Y1XNEWjFoGV9IQ.txt,1,259,18.50,43.24,81.47,45.17,16.60,8.11,2.70,1.16,0.39,3.09,5.41,1.54,0.00,13.13,0.00,2.70,12.74,8.88,0.00,0.39,0.39,0.00,12.74,0.00,0.39,0.77,8.49,6.56,0.77,0.77,0.39,0.00,26.25,6.95,5.79,1.93,1.93,2.70,0.77,8.88,1.54,1.93,0.77,0.77,0.39,0.77,0.00,0.00,0.00,0.77,20.08,1.54,12.36,4.63,5.79,3.47,0.77,0.00,1.16,0.00,0.00,0.39,0.39,1.54,32.05,5.41,15.83,0.00,0.00,1.16,0.00,1.54,7.72,0.00,0.39,0.00
akSNz2Ljhz8LYU1EkTDBKA.txt,1,462,11.85,24.68,82.90,51.52,15.15,11.04,1.73,3.25,3.90,1.95,3.03,0.00,0.00,11.69,0.00,3.46,10.82,16.02,4.98,1.95,0.00,0.00,14.72,0.00,0.00,1.08,11.47,8.23,2.81,0.00,1.52,0.87,31.39,4.11,4.11,1.52,4.11,2.81,1.52,14.07,3.46,1.30,0.43,0.22,0.43,3.03,1.08,0.22,0.87,0.87,15.37,0.87,13.85,1.30,2.60,4.33,0.43,0.22,0.22,0.00,0.00,0.87,0.43,2.16,25.54,8.23,13.64,0.00,0.00,0.22,0.00,1.73,0.87,0.00,0.87,0.00
YS5DE6Pb7vGwQhPiaanmsA.txt,1,287,16.88,31.36,84.32,42.86,11.15,5.23,1.74,1.05,0.35,2.09,2.09,0.70,0.00,14.63,0.00,1.74,9.06,10.45,2.44,4.88,0.35,0.00,11.50,0.00,0.00,4.53,11.50,8.36,2.44,0.70,1.05,1.05,21.95,4.18,2.09,2.09,1.39,4.18,0.35,10.10,3.14,0.70,0.35,0.35,0.00,2.09,0.00,0.70,0.70,0.70,18.47,2.44,13.24,3.14,5.57,5.92,1.39,0.35,2.79,0.35,1.05,0.70,0.00,1.05,15.68,5.92,8.01,0.35,0.00,0.00,0.00,0.70,0.70,0.00,0.00,0.00
M3ZvbBwoUNTzg9RGLUVJCw.txt,1,334,9.82,30.54,85.03,43.71,16.77,11.08,7.78,1.20,0.00,0.90,3.59,2.40,0.00,14.37,0.00,1.80,9.28,8.38,2.10,1.80,0.60,0.00,13.77,0.60,0.90,5.39,17.37,11.38,5.09,0.60,2.40,0.60,15.57,2.99,0.90,0.60,2.69,2.10,1.20,8.08,1.50,2.69,0.90,0.60,1.20,3.89,1.20,1.20,0.90,0.60,20.96,0.30,13.47,5.69,2.69,0.90,0.30,0.30,0.60,0.00,1.80,0.30,0.00,0.00,26.05,8.08,9.88,0.30,0.00,2.10,0.00,2.10,3.59,0.00,0.00,0.00
WryOz9BNUy0QfqThbyCMaQ.txt,1,452,8.53,29.20,85.40,44.03,10.18,2.43,0.88,0.44,0.00,0.66,3.32,0.66,0.00,13.50,0.00,2.65,11.95,8.85,2.43,3.32,1.33,0.00,11.73,0.00,0.22,0.66,14.60,10.62,1.55,0.66,1.55,0.22,22.12,6.19,2.21,0.88,2.88,3.32,0.00,8.41,3.10,1.55,0.00,1.11,0.22,3.10,0.00,0.44,0.22,2.43,26.77,1.55,18.14,7.08,0.88,1.55,1.55,0.22,0.44,0.22,1.11,0.44,0.00,0.66,33.41,10.84,10.18,0.22,0.00,0.00,1.11,2.21,7.96,0.00,0.88,0.00
